Location,Full Date,Month,Year,Oil,Gas,Misc,Total,,,,,,,,,,,,,,
Utica,9/29/2017,September,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,10/6/2017,October,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,10/13/2017,October,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,10/20/2017,October,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,10/27/2017,October,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,11/3/2017,November,2017,0,30,0,30,,,,,,,,,,,,,,
Utica,11/10/2017,November,2017,0,29,0,29,,,,,,,,,,,,,,
Utica,11/17/2017,November,2017,1,29,0,30,,,,,,,,,,,,,,
Utica,11/22/2017,November,2017,1,29,0,30,,,,,,,,,,,,,,
Utica,12/1/2017,December,2017,1,29,0,30,,,,,,,,,,,,,,
Utica,12/8/2017,December,2017,1,26,0,27,,,,,,,,,,,,,,
Utica,12/15/2017,December,2017,1,26,0,27,,,,,,,,,,,,,,
Utica,12/22/2017,December,2017,1,26,0,27,,,,,,,,,,,,,,
Utica,12/29/2017,December,2017,1,27,0,28,,,,,,,,,,,,,,
Utica,1/5/2018,January,2018,1,27,0,28,,,,,,,,,,,,,,
Utica,1/12/2018,January,2018,1,27,0,28,,,,,,,,,,,,,,
Utica,1/19/2018,January,2018,0,24,0,24,,,,,,,,,,,,,,
Utica,1/26/2018,January,2018,0,23,0,23,,,,,,,,,,,,,,
Utica,2/2/2018,February,2018,2,22,0,24,,,,,,,,,,,,,,
Utica,2/9/2018,February,2018,2,22,0,24,,,,,,,,,,,,,,
Utica,2/16/2018,February,2018,7,15,0,22,,,,,,,,,,,,,,
Utica,2/23/2018,February,2018,7,16,0,23,,,,,,,,,,,,,,
Utica,3/2/2018,March,2018,7,16,0,23,,,,,,,,,,,,,,
Utica,3/9/2018,March,2018,7,16,0,23,,,,,,,,,,,,,,
Utica,3/16/2018,March,2018,8,16,0,24,,,,,,,,,,,,,,
Utica,3/23/2018,March,2018,7,16,0,23,,,,,,,,,,,,,,
Utica,3/29/2018,March,2018,0,22,0,22,,,,,,,,,,,,,,
Utica,4/6/2018,April,2018,0,24,0,24,,,,,,,,,,,,,,
Utica,4/13/2018,April,2018,0,25,0,25,,,,,,,,,,,,,,
Utica,4/20/2018,April,2018,0,23,0,23,,,,,,,,,,,,,,
Utica,4/27/2018,April,2018,0,25,0,25,,,,,,,,,,,,,,
Utica,5/4/2018,May,2018,0,24,1,25,,,,,,,,,,,,,,
Utica,5/11/2018,May,2018,0,24,1,25,,,,,,,,,,,,,,
Utica,5/18/2018,May,2018,0,23,1,24,,,,,,,,,,,,,,
Utica,5/25/2018,May,2018,0,23,1,24,,,,,,,,,,,,,,
Utica,6/1/2018,June,2018,0,23,1,24,,,,,,,,,,,,,,
Utica,6/8/2018,June,2018,0,23,1,24,,,,,,,,,,,,,,
Utica,6/15/2018,June,2018,0,22,1,23,,,,,,,,,,,,,,
Utica,6/22/2018,June,2018,0,22,1,23,,,,,,,,,,,,,,
Utica,6/29/2018,June,2018,0,22,1,23,,,,,,,,,,,,,,
Utica,7/6/2018,July,2018,1,21,1,23,,,,,,,,,,,,,,
Utica,7/13/2018,July,2018,1,21,1,23,,,,,,,,,,,,,,
Utica,7/20/2018,July,2018,1,22,1,24,,,,,,,,,,,,,,
Utica,7/27/2018,July,2018,1,21,1,23,,,,,,,,,,,,,,
Utica,8/3/2018,August,2018,1,20,2,23,,,,,,,,,,,,,,
Utica,8/10/2018,August,2018,1,21,2,24,,,,,,,,,,,,,,
Utica,8/17/2018,August,2018,1,20,2,23,,,,,,,,,,,,,,
Utica,8/24/2018,August,2018,1,19,2,22,,,,,,,,,,,,,,
Utica,8/31/2018,August,2018,1,19,2,22,,,,,,,,,,,,,,
Utica,9/7/2018,September,2018,1,19,2,22,,,,,,,,,,,,,,
Utica,9/14/2018,September,2018,1,19,2,22,,,,,,,,,,,,,,
Utica,9/21/2018,September,2018,0,19,1,20,,,,,,,,,,,,,,
Utica,9/28/2018,September,2018,0,19,1,20,,,,,,,,,,,,,,
Utica,10/5/2018,October,2018,0,19,1,20,,,,,,,,,,,,,,
Utica,10/12/2018,October,2018,0,19,0,19,,,,,,,,,,,,,,
Utica,10/19/2018,October,2018,0,19,0,19,,,,,,,,,,,,,,
Utica,10/26/2018,October,2018,0,19,0,19,,,,,,,,,,,,,,
Utica,11/2/2018,November,2018,0,20,0,20,,,,,,,,,,,,,,
Utica,11/9/2018,November,2018,0,19,0,19,,,,,,,,,,,,,,
Utica,11/16/2018,November,2018,0,17,0,17,,,,,,,,,,,,,,
Utica,11/21/2018,November,2018,0,17,0,17,,,,,,,,,,,,,,
Utica,11/30/2018,November,2018,0,17,0,17,,,,,,,,,,,,,,
Utica,12/7/2018,December,2018,0,16,0,16,,,,,,,,,,,,,,
Utica,12/14/2018,December,2018,0,17,0,17,,,,,,,,,,,,,,
Utica,12/21/2018,December,2018,0,16,0,16,,,,,,,,,,,,,,
Utica,12/28/2018,December,2018,0,17,0,17,,,,,,,,,,,,,,
Utica,1/4/2019,January,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,1/11/2019,January,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,1/18/2019,January,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,1/25/2019,January,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,2/1/2019,February,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,2/8/2019,February,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,2/15/2019,February,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,2/22/2019,February,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,3/1/2019,March,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,3/8/2019,March,2019,0,14,0,14,,,,,,,,,,,,,,
Utica,3/15/2019,March,2019,0,14,0,14,,,,,,,,,,,,,,
Utica,3/22/2019,March,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,3/29/2019,March,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,4/5/2019,April,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,4/12/2019,April,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,4/18/2019,April,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,4/26/2019,April,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,5/3/2019,May,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,5/10/2019,May,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,5/17/2019,May,2019,0,20,0,20,,,,,,,,,,,,,,
Utica,5/24/2019,May,2019,0,19,0,19,,,,,,,,,,,,,,
Utica,5/31/2019,May,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,6/7/2019,June,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,6/14/2019,June,2019,0,18,0,18,,,,,,,,,,,,,,
Utica,6/21/2019,June,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,6/28/2019,June,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,7/3/2019,July,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,7/12/2019,July,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,7/19/2019,July,2019,0,17,0,17,,,,,,,,,,,,,,
Utica,7/26/2019,July,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,8/2/2019,August,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,8/9/2019,August,2019,0,15,0,15,,,,,,,,,,,,,,
Utica,8/16/2019,August,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,8/23/2019,August,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,8/30/2019,August,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,9/6/2019,September,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,9/13/2019,September,2019,0,12,0,12,,,,,,,,,,,,,,
Utica,9/20/2019,September,2019,0,12,0,12,,,,,,,,,,,,,,
Utica,9/27/2019,September,2019,0,12,0,12,,,,,,,,,,,,,,
Utica,10/4/2019,October,2019,0,12,0,12,,,,,,,,,,,,,,
Utica,10/11/2019,October,2019,0,11,0,11,,,,,,,,,,,,,,
Utica,10/18/2019,October,2019,0,11,0,11,,,,,,,,,,,,,,
Utica,10/25/2019,October,2019,0,11,0,11,,,,,,,,,,,,,,
Utica,11/1/2019,November,2019,0,11,0,11,,,,,,,,,,,,,,
Utica,11/8/2019,November,2019,0,11,0,11,,,,,,,,,,,,,,
Utica,11/15/2019,November,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,11/22/2019,November,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,11/27/2019,November,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,12/6/2019,December,2019,0,13,0,13,,,,,,,,,,,,,,
Utica,12/13/2019,December,2019,2,9,0,11,,,,,,,,,,,,,,
Utica,12/20/2019,December,2019,2,9,0,11,,,,,,,,,,,,,,
Utica,12/27/2019,December,2019,2,9,0,11,,,,,,,,,,,,,,
Utica,1/3/2020,January,2020,2,9,0,11,,,,,,,,,,,,,,
Utica,1/10/2020,January,2020,0,10,0,10,,,,,,,,,,,,,,
Utica,1/17/2020,January,2020,0,10,0,10,,,,,,,,,,,,,,
Utica,1/24/2020,January,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,1/31/2020,January,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,2/7/2020,February,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,2/14/2020,February,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,2/21/2020,February,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,2/28/2020,February,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,3/6/2020,March,2020,0,11,0,11,,,,,,,,,,,,,,
Utica,3/13/2020,March,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,3/20/2020,March,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,3/27/2020,March,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,4/3/2020,April,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,4/9/2020,April,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,4/17/2020,April,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,4/24/2020,April,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,5/1/2020,May,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,5/8/2020,May,2020,0,8,0,8,,,,,,,,,,,,,,
Utica,5/15/2020,May,2020,0,8,0,8,,,,,,,,,,,,,,
Utica,5/22/2020,May,2020,0,8,0,8,,,,,,,,,,,,,,
Utica,5/29/2020,May,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,6/5/2020,June,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,6/12/2020,June,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,6/19/2020,June,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,6/26/2020,June,2020,0,9,0,9,,,,,,,,,,,,,,
Utica,7/2/2020,July,2020,0,8,0,8,,,,,,,,,,,,,,
Utica,7/10/2020,July,2020,0,8,0,8,,,,,,,,,,,,,,
Utica,7/17/2020,July,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,7/24/2020,July,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,7/31/2020,July,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,8/7/2020,August,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,8/14/2020,August,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,8/21/2020,August,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,8/28/2020,August,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,9/4/2020,September,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,9/11/2020,September,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,9/18/2020,September,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,9/25/2020,September,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,10/2/2020,October,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,10/9/2020,October,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,10/16/2020,October,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,10/23/2020,October,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,10/30/2020,October,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,11/6/2020,November,2020,0,5,0,5,,,,,,,,,,,,,,
Utica,11/13/2020,November,2020,1,3,0,4,,,,,,,,,,,,,,
Utica,11/20/2020,November,2020,1,3,0,4,,,,,,,,,,,,,,
Utica,11/25/2020,November,2020,1,3,0,4,,,,,,,,,,,,,,
Utica,12/4/2020,December,2020,1,4,0,5,,,,,,,,,,,,,,
Utica,12/11/2020,December,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,12/18/2020,December,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,12/23/2020,December,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,12/31/2020,December,2020,0,6,0,6,,,,,,,,,,,,,,
Utica,1/8/2021,January,2021,0,4,0,4,,,,,,,,,,,,,,
Utica,1/15/2021,January,2021,0,4,0,4,,,,,,,,,,,,,,
Utica,1/22/2021,January,2021,0,5,0,5,,,,,,,,,,,,,,
Utica,1/29/2021,January,2021,0,5,0,5,,,,,,,,,,,,,,
Utica,2/5/2021,February,2021,0,7,0,7,,,,,,,,,,,,,,
Utica,2/12/2021,February,2021,0,7,0,7,,,,,,,,,,,,,,
Utica,2/19/2021,February,2021,0,7,0,7,,,,,,,,,,,,,,
Utica,2/26/2021,February,2021,0,7,0,7,,,,,,,,,,,,,,
Utica,3/5/2021,March,2021,0,7,0,7,,,,,,,,,,,,,,
Utica,3/12/2021,March,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,3/19/2021,March,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,3/26/2021,March,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,4/1/2021,April,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,4/9/2021,April,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,4/16/2021,April,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,4/23/2021,April,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,4/30/2021,April,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,5/7/2021,May,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,5/14/2021,May,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,5/21/2021,May,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,5/28/2021,May,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,6/4/2021,June,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,6/11/2021,June,2021,0,8,0,8,,,,,,,,,,,,,,
Utica,6/18/2021,June,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,6/25/2021,June,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,7/2/2021,July,2021,0,9,0,9,,,,,,,,,,,,,,
Utica,7/9/2021,July,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,7/16/2021,July,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,7/23/2021,July,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,7/30/2021,July,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,8/6/2021,August,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,8/13/2021,August,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,8/20/2021,August,2021,1,11,0,12,,,,,,,,,,,,,,
Utica,8/27/2021,August,2021,1,11,0,12,,,,,,,,,,,,,,
Utica,9/3/2021,September,2021,1,11,0,12,,,,,,,,,,,,,,
Utica,9/10/2021,September,2021,1,11,0,12,,,,,,,,,,,,,,
Utica,9/17/2021,September,2021,0,12,0,12,,,,,,,,,,,,,,
Utica,9/24/2021,September,2021,0,12,0,12,,,,,,,,,,,,,,
Utica,10/1/2021,October,2021,0,12,0,12,,,,,,,,,,,,,,
Utica,10/8/2021,October,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,10/15/2021,October,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,10/22/2021,October,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,10/29/2021,October,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,11/5/2021,November,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,11/12/2021,November,2021,0,12,0,12,,,,,,,,,,,,,,
Utica,11/19/2021,November,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,11/24/2021,November,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,12/3/2021,December,2021,0,10,0,10,,,,,,,,,,,,,,
Utica,12/10/2021,December,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,12/17/2021,December,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,12/23/2021,December,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,12/31/2021,December,2021,0,11,0,11,,,,,,,,,,,,,,
Utica,1/7/2022,January,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,1/14/2022,January,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,1/21/2022,January,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,1/28/2022,January,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,2/4/2022,February,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,2/11/2022,February,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,2/18/2022,February,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,2/25/2022,February,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,3/4/2022,March,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,3/11/2022,March,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,3/18/2022,March,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,3/25/2022,March,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,4/1/2022,April,2022,0,11,0,11,,,,,,,,,,,,,,
Utica,4/8/2022,April,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,4/14/2022,April,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,4/22/2022,April,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,4/29/2022,April,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,5/6/2022,May,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,5/13/2022,May,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,5/20/2022,May,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,5/27/2022,May,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,6/3/2022,June,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,6/10/2022,June,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,6/17/2022,June,2022,0,12,0,12,,,,,,,,,,,,,,
Utica,6/24/2022,June,2022,0,12,0,12,,,,,,,,,,,,,,
Williston,2/4/2011,February,2011,157,0,0,157,,,,,,,,,,,,,,
Williston,2/11/2011,February,2011,158,0,0,158,,,,,,,,,,,,,,
Williston,2/18/2011,February,2011,158,0,0,158,,,,,,,,,,,,,,
Williston,2/25/2011,February,2011,158,0,0,158,,,,,,,,,,,,,,
Williston,3/4/2011,March,2011,162,0,0,162,,,,,,,,,,,,,,
Williston,3/11/2011,March,2011,162,0,0,162,,,,,,,,,,,,,,
Williston,3/18/2011,March,2011,162,0,0,162,,,,,,,,,,,,,,
Williston,3/25/2011,March,2011,165,0,0,165,,,,,,,,,,,,,,
Williston,4/1/2011,April,2011,169,0,0,169,,,,,,,,,,,,,,
Williston,4/8/2011,April,2011,169,0,0,169,,,,,,,,,,,,,,
Williston,4/15/2011,April,2011,168,1,0,169,,,,,,,,,,,,,,
Williston,4/22/2011,April,2011,169,1,0,170,,,,,,,,,,,,,,
Williston,4/29/2011,April,2011,170,1,0,171,,,,,,,,,,,,,,
Williston,5/6/2011,May,2011,169,1,0,170,,,,,,,,,,,,,,
Williston,5/13/2011,May,2011,170,1,0,171,,,,,,,,,,,,,,
Williston,5/20/2011,May,2011,171,1,0,172,,,,,,,,,,,,,,
Williston,5/27/2011,May,2011,170,1,0,171,,,,,,,,,,,,,,
Williston,6/3/2011,June,2011,169,1,0,170,,,,,,,,,,,,,,
Williston,6/10/2011,June,2011,170,0,0,170,,,,,,,,,,,,,,
Williston,6/17/2011,June,2011,174,0,0,174,,,,,,,,,,,,,,
Williston,6/24/2011,June,2011,174,0,0,174,,,,,,,,,,,,,,
Williston,7/1/2011,July,2011,168,0,0,168,,,,,,,,,,,,,,
Williston,7/8/2011,July,2011,165,0,0,165,,,,,,,,,,,,,,
Williston,7/15/2011,July,2011,166,0,0,166,,,,,,,,,,,,,,
Williston,7/22/2011,July,2011,171,0,0,171,,,,,,,,,,,,,,
Williston,7/29/2011,July,2011,168,0,0,168,,,,,,,,,,,,,,
Williston,8/5/2011,August,2011,171,0,0,171,,,,,,,,,,,,,,
Williston,8/12/2011,August,2011,184,0,1,185,,,,,,,,,,,,,,
Williston,8/19/2011,August,2011,184,0,1,185,,,,,,,,,,,,,,
Williston,8/26/2011,August,2011,185,0,1,186,,,,,,,,,,,,,,
Williston,9/2/2011,September,2011,185,0,2,187,,,,,,,,,,,,,,
Williston,9/9/2011,September,2011,187,0,2,189,,,,,,,,,,,,,,
Williston,9/16/2011,September,2011,190,0,1,191,,,,,,,,,,,,,,
Williston,9/23/2011,September,2011,196,0,0,196,,,,,,,,,,,,,,
Williston,9/30/2011,September,2011,197,0,0,197,,,,,,,,,,,,,,
Williston,10/7/2011,October,2011,200,0,0,200,,,,,,,,,,,,,,
Williston,10/14/2011,October,2011,198,0,0,198,,,,,,,,,,,,,,
Williston,10/21/2011,October,2011,197,0,0,197,,,,,,,,,,,,,,
Williston,10/28/2011,October,2011,197,1,0,198,,,,,,,,,,,,,,
Williston,11/4/2011,November,2011,198,1,0,199,,,,,,,,,,,,,,
Williston,11/11/2011,November,2011,195,1,0,196,,,,,,,,,,,,,,
Williston,11/18/2011,November,2011,195,1,0,196,,,,,,,,,,,,,,
Williston,11/25/2011,November,2011,197,0,0,197,,,,,,,,,,,,,,
Williston,12/2/2011,December,2011,200,0,0,200,,,,,,,,,,,,,,
Williston,12/9/2011,December,2011,198,0,0,198,,,,,,,,,,,,,,
Williston,12/16/2011,December,2011,201,0,0,201,,,,,,,,,,,,,,
Williston,12/23/2011,December,2011,193,0,0,193,,,,,,,,,,,,,,
Williston,12/30/2011,December,2011,194,0,0,194,,,,,,,,,,,,,,
Williston,1/6/2012,January,2012,193,0,0,193,,,,,,,,,,,,,,
Williston,1/13/2012,January,2012,197,0,0,197,,,,,,,,,,,,,,
Williston,1/20/2012,January,2012,205,0,0,205,,,,,,,,,,,,,,
Williston,1/27/2012,January,2012,201,0,0,201,,,,,,,,,,,,,,
Williston,2/3/2012,February,2012,200,0,0,200,,,,,,,,,,,,,,
Williston,2/10/2012,February,2012,202,0,0,202,,,,,,,,,,,,,,
Williston,2/17/2012,February,2012,204,0,0,204,,,,,,,,,,,,,,
Williston,2/24/2012,February,2012,206,0,0,206,,,,,,,,,,,,,,
Williston,3/2/2012,March,2012,212,0,0,212,,,,,,,,,,,,,,
Williston,3/9/2012,March,2012,212,0,1,213,,,,,,,,,,,,,,
Williston,3/16/2012,March,2012,215,0,0,215,,,,,,,,,,,,,,
Williston,3/23/2012,March,2012,214,0,0,214,,,,,,,,,,,,,,
Williston,3/30/2012,March,2012,218,0,0,218,,,,,,,,,,,,,,
Williston,4/5/2012,April,2012,216,0,0,216,,,,,,,,,,,,,,
Williston,4/13/2012,April,2012,214,0,0,214,,,,,,,,,,,,,,
Williston,4/20/2012,April,2012,212,0,0,212,,,,,,,,,,,,,,
Williston,4/27/2012,April,2012,214,0,0,214,,,,,,,,,,,,,,
Williston,5/4/2012,May,2012,215,0,0,215,,,,,,,,,,,,,,
Williston,5/11/2012,May,2012,216,0,0,216,,,,,,,,,,,,,,
Williston,5/18/2012,May,2012,218,0,0,218,,,,,,,,,,,,,,
Williston,5/25/2012,May,2012,223,0,0,223,,,,,,,,,,,,,,
Williston,6/1/2012,June,2012,224,0,0,224,,,,,,,,,,,,,,
Williston,6/8/2012,June,2012,223,0,0,223,,,,,,,,,,,,,,
Williston,6/15/2012,June,2012,220,0,0,220,,,,,,,,,,,,,,
Williston,6/22/2012,June,2012,220,0,0,220,,,,,,,,,,,,,,
Williston,6/29/2012,June,2012,212,0,0,212,,,,,,,,,,,,,,
Williston,7/6/2012,July,2012,215,0,0,215,,,,,,,,,,,,,,
Williston,7/13/2012,July,2012,218,0,0,218,,,,,,,,,,,,,,
Williston,7/20/2012,July,2012,219,0,0,219,,,,,,,,,,,,,,
Williston,7/27/2012,July,2012,214,0,0,214,,,,,,,,,,,,,,
Williston,8/3/2012,August,2012,211,0,0,211,,,,,,,,,,,,,,
Williston,8/10/2012,August,2012,213,0,0,213,,,,,,,,,,,,,,
Williston,8/17/2012,August,2012,208,0,0,208,,,,,,,,,,,,,,
Williston,8/24/2012,August,2012,208,0,0,208,,,,,,,,,,,,,,
Williston,8/31/2012,August,2012,208,0,0,208,,,,,,,,,,,,,,
Williston,9/7/2012,September,2012,205,0,1,206,,,,,,,,,,,,,,
Williston,9/14/2012,September,2012,201,0,1,202,,,,,,,,,,,,,,
Williston,9/21/2012,September,2012,201,3,1,205,,,,,,,,,,,,,,
Williston,9/28/2012,September,2012,201,3,1,205,,,,,,,,,,,,,,
Williston,10/5/2012,October,2012,198,3,1,202,,,,,,,,,,,,,,
Williston,10/12/2012,October,2012,198,1,1,200,,,,,,,,,,,,,,
Williston,10/19/2012,October,2012,202,0,0,202,,,,,,,,,,,,,,
Williston,10/26/2012,October,2012,203,0,0,203,,,,,,,,,,,,,,
Williston,11/2/2012,November,2012,194,0,0,194,,,,,,,,,,,,,,
Williston,11/9/2012,November,2012,194,0,0,194,,,,,,,,,,,,,,
Williston,11/16/2012,November,2012,196,0,0,196,,,,,,,,,,,,,,
Williston,11/21/2012,November,2012,196,0,0,196,,,,,,,,,,,,,,
Williston,11/30/2012,November,2012,196,0,0,196,,,,,,,,,,,,,,
Williston,12/7/2012,December,2012,194,0,0,194,,,,,,,,,,,,,,
Williston,12/14/2012,December,2012,195,0,0,195,,,,,,,,,,,,,,
Williston,12/21/2012,December,2012,196,0,0,196,,,,,,,,,,,,,,
Williston,12/28/2012,December,2012,196,0,0,196,,,,,,,,,,,,,,
Williston,1/4/2013,January,2013,194,0,0,194,,,,,,,,,,,,,,
Williston,1/11/2013,January,2013,193,0,0,193,,,,,,,,,,,,,,
Williston,1/18/2013,January,2013,197,0,0,197,,,,,,,,,,,,,,
Williston,1/25/2013,January,2013,193,0,0,193,,,,,,,,,,,,,,
Williston,2/1/2013,February,2013,192,0,0,192,,,,,,,,,,,,,,
Williston,2/8/2013,February,2013,190,0,0,190,,,,,,,,,,,,,,
Williston,2/15/2013,February,2013,190,0,0,190,,,,,,,,,,,,,,
Williston,2/22/2013,February,2013,187,0,0,187,,,,,,,,,,,,,,
Williston,3/1/2013,March,2013,189,0,0,189,,,,,,,,,,,,,,
Williston,3/8/2013,March,2013,189,0,0,189,,,,,,,,,,,,,,
Williston,3/15/2013,March,2013,190,0,0,190,,,,,,,,,,,,,,
Williston,3/22/2013,March,2013,187,0,0,187,,,,,,,,,,,,,,
Williston,3/28/2013,March,2013,187,0,0,187,,,,,,,,,,,,,,
Williston,4/5/2013,April,2013,186,0,0,186,,,,,,,,,,,,,,
Williston,4/12/2013,April,2013,189,0,0,189,,,,,,,,,,,,,,
Williston,4/19/2013,April,2013,187,0,0,187,,,,,,,,,,,,,,
Williston,4/26/2013,April,2013,185,0,0,185,,,,,,,,,,,,,,
Williston,5/3/2013,May,2013,186,0,0,186,,,,,,,,,,,,,,
Williston,5/10/2013,May,2013,186,1,0,187,,,,,,,,,,,,,,
