,basin_name,date,rig_count
1001,Arkoma Woodford,2018-11-16,7
1002,Arkoma Woodford,2018-11-21,7
1003,Arkoma Woodford,2018-11-30,7
1004,Arkoma Woodford,2018-12-07,7
1005,Arkoma Woodford,2018-12-14,6
1006,Arkoma Woodford,2018-12-21,6
1007,Arkoma Woodford,2018-12-28,6
1008,Arkoma Woodford,2019-01-04,6
1009,Arkoma Woodford,2019-01-11,6
1010,Arkoma Woodford,2019-01-18,6
1011,Arkoma Woodford,2019-01-25,6
1012,Arkoma Woodford,2019-02-01,5
1013,Arkoma Woodford,2019-02-08,5
1014,Arkoma Woodford,2019-02-15,5
1015,Arkoma Woodford,2019-02-22,5
1016,Arkoma Woodford,2019-03-01,5
1017,Arkoma Woodford,2019-03-08,5
1018,Arkoma Woodford,2019-03-15,4
1019,Arkoma Woodford,2019-03-22,3
1020,Arkoma Woodford,2019-03-29,3
1021,Arkoma Woodford,2019-04-05,3
1022,Arkoma Woodford,2019-04-12,1
1023,Arkoma Woodford,2019-04-18,1
1024,Arkoma Woodford,2019-04-26,1
1025,Arkoma Woodford,2019-05-03,3
1026,Arkoma Woodford,2019-05-10,3
1027,Arkoma Woodford,2019-05-17,3
1028,Arkoma Woodford,2019-05-24,3
1029,Arkoma Woodford,2019-05-31,3
1030,Arkoma Woodford,2019-06-07,3
1031,Arkoma Woodford,2019-06-14,3
1032,Arkoma Woodford,2019-06-21,2
1033,Arkoma Woodford,2019-06-28,2
1034,Arkoma Woodford,2019-07-03,2
1035,Arkoma Woodford,2019-07-12,2
1036,Arkoma Woodford,2019-07-19,2
1037,Arkoma Woodford,2019-07-26,3
1038,Arkoma Woodford,2019-08-02,3
1039,Arkoma Woodford,2019-08-09,3
1040,Arkoma Woodford,2019-08-16,3
1041,Arkoma Woodford,2019-08-23,3
1042,Arkoma Woodford,2019-08-30,4
1043,Arkoma Woodford,2019-09-06,4
1044,Arkoma Woodford,2019-09-13,4
1045,Arkoma Woodford,2019-09-20,3
1046,Arkoma Woodford,2019-09-27,3
1047,Arkoma Woodford,2019-10-04,3
1048,Arkoma Woodford,2019-10-11,3
1049,Arkoma Woodford,2019-10-18,3
1050,Arkoma Woodford,2019-10-25,3
1051,Arkoma Woodford,2019-11-01,3
1052,Arkoma Woodford,2019-11-08,3
1053,Arkoma Woodford,2019-11-15,3
1054,Arkoma Woodford,2019-11-22,3
1055,Arkoma Woodford,2019-11-27,3
1056,Arkoma Woodford,2019-12-06,3
1057,Arkoma Woodford,2019-12-13,3
1058,Arkoma Woodford,2019-12-20,3
1059,Arkoma Woodford,2019-12-27,3
1060,Arkoma Woodford,2020-01-03,2
1061,Arkoma Woodford,2020-01-10,2
1062,Arkoma Woodford,2020-01-17,2
1063,Arkoma Woodford,2020-01-24,2
1064,Arkoma Woodford,2020-01-31,2
1065,Arkoma Woodford,2020-02-07,1
1066,Arkoma Woodford,2020-02-14,1
1067,Arkoma Woodford,2020-02-21,1
1068,Arkoma Woodford,2020-02-28,1
1069,Arkoma Woodford,2020-03-06,1
1070,Arkoma Woodford,2020-03-13,1
1071,Arkoma Woodford,2020-03-20,1
1072,Arkoma Woodford,2020-03-27,1
1073,Arkoma Woodford,2020-04-03,1
1074,Arkoma Woodford,2020-04-09,1
1075,Arkoma Woodford,2020-04-17,1
1076,Arkoma Woodford,2020-04-24,0
1077,Arkoma Woodford,2020-05-01,0
1078,Arkoma Woodford,2020-05-08,0
1079,Arkoma Woodford,2020-05-15,0
1080,Arkoma Woodford,2020-05-22,0
1081,Arkoma Woodford,2020-05-29,1
1082,Arkoma Woodford,2020-06-05,1
1083,Arkoma Woodford,2020-06-12,1
1084,Arkoma Woodford,2020-06-19,0
1085,Arkoma Woodford,2020-06-26,0
1086,Arkoma Woodford,2020-07-02,0
1087,Arkoma Woodford,2020-07-10,0
1088,Arkoma Woodford,2020-07-17,0
1089,Arkoma Woodford,2020-07-24,0
1090,Arkoma Woodford,2020-07-31,0
1091,Arkoma Woodford,2020-08-07,0
1092,Arkoma Woodford,2020-08-14,1
1093,Arkoma Woodford,2020-08-21,1
1094,Arkoma Woodford,2020-08-28,1
1095,Arkoma Woodford,2020-09-04,1
1096,Arkoma Woodford,2020-09-11,1
1097,Arkoma Woodford,2020-09-18,1
1098,Arkoma Woodford,2020-09-25,1
1099,Arkoma Woodford,2020-10-02,1
1100,Arkoma Woodford,2020-10-09,1
1101,Arkoma Woodford,2020-10-16,1
1102,Arkoma Woodford,2020-10-23,1
1103,Arkoma Woodford,2020-10-30,0
1104,Arkoma Woodford,2020-11-06,0
1105,Arkoma Woodford,2020-11-13,0
1106,Arkoma Woodford,2020-11-20,0
1107,Arkoma Woodford,2020-11-25,0
1108,Arkoma Woodford,2020-12-04,0
1109,Arkoma Woodford,2020-12-11,0
1110,Arkoma Woodford,2020-12-18,0
1111,Arkoma Woodford,2020-12-23,0
1112,Arkoma Woodford,2020-12-31,0
1113,Arkoma Woodford,2021-01-08,0
1114,Arkoma Woodford,2021-01-15,0
1115,Arkoma Woodford,2021-01-22,0
1116,Arkoma Woodford,2021-01-29,0
1117,Arkoma Woodford,2021-02-05,0
1118,Arkoma Woodford,2021-02-12,0
1119,Arkoma Woodford,2021-02-19,0
1120,Arkoma Woodford,2021-02-26,0
1121,Arkoma Woodford,2021-03-05,0
1122,Arkoma Woodford,2021-03-12,0
1123,Arkoma Woodford,2021-03-19,0
1124,Arkoma Woodford,2021-03-26,0
1125,Arkoma Woodford,2021-04-01,0
1126,Arkoma Woodford,2021-04-09,0
1127,Arkoma Woodford,2021-04-16,0
1128,Arkoma Woodford,2021-04-23,0
1129,Arkoma Woodford,2021-04-30,0
1130,Arkoma Woodford,2021-05-07,0
1131,Arkoma Woodford,2021-05-14,0
1132,Arkoma Woodford,2021-05-21,1
1133,Arkoma Woodford,2021-05-28,1
1134,Arkoma Woodford,2021-06-04,1
1135,Arkoma Woodford,2021-06-11,1
1136,Arkoma Woodford,2021-06-18,1
1137,Arkoma Woodford,2021-06-25,1
1138,Arkoma Woodford,2021-07-02,1
1139,Arkoma Woodford,2021-07-09,1
1140,Arkoma Woodford,2021-07-16,1
1141,Arkoma Woodford,2021-07-23,1
1142,Arkoma Woodford,2021-07-30,1
1143,Arkoma Woodford,2021-08-06,1
1144,Arkoma Woodford,2021-08-13,1
1145,Arkoma Woodford,2021-08-20,1
1146,Arkoma Woodford,2021-08-27,1
1147,Arkoma Woodford,2021-09-03,1
1148,Arkoma Woodford,2021-09-10,1
1149,Arkoma Woodford,2021-09-17,1
1150,Arkoma Woodford,2021-09-24,2
1151,Arkoma Woodford,2021-10-01,2
1152,Arkoma Woodford,2021-10-08,2
1153,Arkoma Woodford,2021-10-15,2
1154,Arkoma Woodford,2021-10-22,2
1155,Arkoma Woodford,2021-10-29,2
1156,Arkoma Woodford,2021-11-05,3
1157,Arkoma Woodford,2021-11-12,3
1158,Arkoma Woodford,2021-11-19,3
1159,Arkoma Woodford,2021-11-24,3
1160,Arkoma Woodford,2021-12-03,3
1161,Arkoma Woodford,2021-12-10,2
1162,Arkoma Woodford,2021-12-17,2
1163,Arkoma Woodford,2021-12-23,2
1164,Arkoma Woodford,2021-12-31,2
1165,Arkoma Woodford,2022-01-07,2
1166,Arkoma Woodford,2022-01-14,2
1167,Arkoma Woodford,2022-01-21,2
1168,Arkoma Woodford,2022-01-28,2
1169,Arkoma Woodford,2022-02-04,1
1170,Arkoma Woodford,2022-02-11,2
1171,Arkoma Woodford,2022-02-18,3
1172,Arkoma Woodford,2022-02-25,3
1173,Arkoma Woodford,2022-03-04,2
1174,Arkoma Woodford,2022-03-11,2
1175,Arkoma Woodford,2022-03-18,2
1176,Arkoma Woodford,2022-03-25,2
1177,Arkoma Woodford,2022-04-01,2
1178,Arkoma Woodford,2022-04-08,2
1179,Arkoma Woodford,2022-04-14,2
1180,Arkoma Woodford,2022-04-22,2
1181,Arkoma Woodford,2022-04-29,2
1182,Arkoma Woodford,2022-05-06,2
1183,Arkoma Woodford,2022-05-13,3
1184,Arkoma Woodford,2022-05-20,3
1185,Arkoma Woodford,2022-05-27,4
1186,Arkoma Woodford,2022-06-03,4
1187,Arkoma Woodford,2022-06-10,4
1188,Arkoma Woodford,2022-06-17,4
1189,Arkoma Woodford,2022-06-24,4
